,candidateID,Office,District type,District name,GeoID,Party,First Name,Last Name,Incumbent (Y/N),Issue Stance,edited issue stance for site,Source URL,Issue Tag 1,state
856,ThaddeusJones.IL.2016,Illinois House of Representatives,State House,29,state-house-of-representatives-district-29,Democrat,Thaddeus,Jones,Y,I stand in support of laws that will ensure the safety of residents and young people from dangerous predators and sex offenders.,Supports laws that will ensure the safety of residents and young people from dangerous predators and sex offenders,http://www.suntimescandidates.com/jones--thaddeus.html,Public Safety / Criminal Justice,IL
857,ThaddeusJones.IL.2016,Illinois House of Representatives,State House,29,state-house-of-representatives-district-29,Democrat,Thaddeus,Jones,Y,I am against taxing the retirement income of senior citizens and am opposed to measures that will result in the driving down of the standard of living for middle-class families or the elimination of vital programs that protect our state's most vulnerable residents.,Opposes the elimination of vital programs that protect the state's most vulnerable residents,http://www.suntimescandidates.com/jones--thaddeus.html,Social Services / Support Services,IL
858,ThaddeusJones.IL.2016,Illinois House of Representatives,State House,29,state-house-of-representatives-district-29,Democrat,Thaddeus,Jones,Y,"I am a co-sponsor of HJRCA 26, and in addition to supporting a progressive income-tax system I also support requiring those who make more than $1 million annually to pay an additional tax to go toward local schools.",Supports a progressive income-tax system,http://www.suntimescandidates.com/jones--thaddeus.html,Taxes / Budget,IL
859,ThaddeusJones.IL.2016,Illinois House of Representatives,State House,29,state-house-of-representatives-district-29,Democrat,Thaddeus,Jones,Y,I am against taxing the retirement income of senior citizens and am opposed to measures that will result in the driving down of the standard of living for middle-class families or the elimination of vital programs that protect our state's most vulnerable residents.,Opposes taxing the retirement income of senior citizens,http://www.suntimescandidates.com/jones--thaddeus.html,Taxes / Budget,IL
860,ThaddeusJones.IL.2016,Illinois House of Representatives,State House,29,state-house-of-representatives-district-29,Democrat,Thaddeus,Jones,Y,I am open to looking at multiple options for funding infrastructure needs but we must make sure that we are not placing a greater tax burden on middle-class families and should work to ensure that the extremely well-off are paying their fair share.,Opposes placing a greater tax burden on middle-class families,http://www.suntimescandidates.com/jones--thaddeus.html,Taxes / Budget,IL
861,ThaddeusJones.IL.2016,Illinois House of Representatives,State House,29,state-house-of-representatives-district-29,Democrat,Thaddeus,Jones,Y,I do not support expanding the sales tax to services to simply create more government programs.,Opposes expanding the sales tax to services to simply create more government programs,http://www.suntimescandidates.com/jones--thaddeus.html,Taxes / Budget,IL
862,ThaddeusJones.IL.2016,Illinois House of Representatives,State House,29,state-house-of-representatives-district-29,Democrat,Thaddeus,Jones,Y,I feel that taxpayers are already overburdened on their property taxes and a cost-shift would only increase that burden.,Opposes property tax cost shifting,http://www.suntimescandidates.com/jones--thaddeus.html,Taxes / Budget,IL
863,ThaddeusJones.IL.2016,Illinois House of Representatives,State House,29,state-house-of-representatives-district-29,Democrat,Thaddeus,Jones,Y,I support a measure that would make millionaires pay a tax that would go directly to helping our students and local schools.,Supports measure to make millionaires pay a tax that would directly support students and local schools,http://www.suntimescandidates.com/jones--thaddeus.html,Taxes / Budget,IL
864,ThaddeusJones.IL.2016,Illinois House of Representatives,State House,29,state-house-of-representatives-district-29,Democrat,Thaddeus,Jones,Y,Do you support or oppose automatic voter registration? Support.,Supports automatic voter registration,http://www.suntimescandidates.com/jones--thaddeus.html,Voting,IL
865,ThaddeusJones.IL.2016,Illinois House of Representatives,State House,29,state-house-of-representatives-district-29,Democrat,Thaddeus,Jones,Y,I support making it easier for voters to obtain ratings of judicial candidates from bar associations and I feel that the media needs to pay more attention to judicial candidacies.,Supports making it easier for voters to obtain ratings of judicial candidates from bar associations.,http://www.suntimescandidates.com/jones--thaddeus.html,Voting,IL
866,WilburTillman.IL.2016,Illinois House of Representatives,State House,29,state-house-of-representatives-district-29,Democrat,Wilbur,Tillman,N,Offer insourcing incentives for companies,Supports offering insourcing incentives for companies to move to Illinois,http://www.suntimescandidates.com/tillman--will.html,Economy,IL
867,WilburTillman.IL.2016,Illinois House of Representatives,State House,29,state-house-of-representatives-district-29,Democrat,Wilbur,Tillman,N,"On the revenue side, I firmly believe that long-term, our surest path to solvency is accelerating economic development.","Believes that long-term, our surest path to solvency is accelerating economic development",http://www.suntimescandidates.com/tillman--will.html,Economy,IL
868,WilburTillman.IL.2016,Illinois House of Representatives,State House,29,state-house-of-representatives-district-29,Democrat,Wilbur,Tillman,N,We must ensure that future spending is focused on a more balanced funding distribution and stop kicking the proverbial ??can?? down the road for the next generation of legislators to solve.,Believes in ensuring that future spending is focused on a more balanced funding distribution,http://www.suntimescandidates.com/tillman--will.html,Economy,IL
869,WilburTillman.IL.2016,Illinois House of Representatives,State House,29,state-house-of-representatives-district-29,Democrat,Wilbur,Tillman,N,Illinois’ roughly 20-year old formula needs an overhaul.,Believes Illinois’ education funding formula needs an overhaul,http://www.suntimescandidates.com/tillman--will.html,Education,IL
870,WilburTillman.IL.2016,Illinois House of Representatives,State House,29,state-house-of-representatives-district-29,Democrat,Wilbur,Tillman,N,"In light of the current budget impasse I suggest implementing a compromise that will partially fund public universities, community colleges and Monetary Award Program grants at portion of their 2015 funding levels, in order to get some relief and movement for these universities.","Believes in implementing a compromise to partially fund public universities, community colleges and Monetary Award Program grants at portion of their 2015 funding levels",http://www.suntimescandidates.com/tillman--will.html,Education,IL
871,WilburTillman.IL.2016,Illinois House of Representatives,State House,29,state-house-of-representatives-district-29,Democrat,Wilbur,Tillman,N,I am in support of clean power and adopting higher energy quality standards.,Supports clean power by adopting higher energy quality standards,http://www.suntimescandidates.com/tillman--will.html,Environment / Energy,IL
872,WilburTillman.IL.2016,Illinois House of Representatives,State House,29,state-house-of-representatives-district-29,Democrat,Wilbur,Tillman,N,It is time to put a price on carbon.,Supports putting a price on carbon,http://www.suntimescandidates.com/tillman--will.html,Environment / Energy,IL
873,WilburTillman.IL.2016,Illinois House of Representatives,State House,29,state-house-of-representatives-district-29,Democrat,Wilbur,Tillman,N,It??s worth exploring gun crime laws to see where we might be able to toughen penalties for those who would supply guns illegally to criminals.,Believes it's worth exploring gun crimes laws to possibly toughen penalties for those supplying illegal guns to crinal,http://www.suntimescandidates.com/tillman--will.html,Guns,IL
874,WilburTillman.IL.2016,Illinois House of Representatives,State House,29,state-house-of-representatives-district-29,Democrat,Wilbur,Tillman,N,support or oppose state licensing for all firearms dealers,Supports state licensing for all firearms dealers,http://www.suntimescandidates.com/tillman--will.html,Guns,IL
875,WilburTillman.IL.2016,Illinois House of Representatives,State House,29,state-house-of-representatives-district-29,Democrat,Wilbur,Tillman,N,"I also believe that, with people working later into life we need to have a real discussion on raising the retirement age, perhaps coupled with allowances for particularly stressful or physically demanding careers (i.e. laborer might not be able to work as many years as a clerk).","Believes we need to discuss raising the retirement age, perhaps coupled with allowances for particularly stressful or physically demanding careers (i.e. laborer might not be able to work as many years as a clerk)",http://www.suntimescandidates.com/tillman--will.html,Pensions,IL
876,WilburTillman.IL.2016,Illinois House of Representatives,State House,29,state-house-of-representatives-district-29,Democrat,Wilbur,Tillman,N,I believe offering employees options (i.e. the choice of a 401K or a traditional pension) could be a good step.,Believes offering employees options (i.e. the choice of a 401K or a traditional pension) could be a good step,http://www.suntimescandidates.com/tillman--will.html,Pensions,IL
877,WilburTillman.IL.2016,Illinois House of Representatives,State House,29,state-house-of-representatives-district-29,Democrat,Wilbur,Tillman,N,I believe we must put in place safeguards to ensure payments are made in a timely manner so that we do not find ourselves in such a big hole in the future.,Believes in safeguards to ensure pension-benefit payments are made in a timely manner,http://www.suntimescandidates.com/tillman--will.html,Pensions,IL
878,WilburTillman.IL.2016,Illinois House of Representatives,State House,29,state-house-of-representatives-district-29,Democrat,Wilbur,Tillman,N,"In the short-term, I am open to examining any serious, responsible proposal for adjusting benefits for new employees.","Supports the examination of any serious, responsible proposal for adjusting benefits for new employees",http://www.suntimescandidates.com/tillman--will.html,Pensions,IL
879,WilburTillman.IL.2016,Illinois House of Representatives,State House,29,state-house-of-representatives-district-29,Democrat,Wilbur,Tillman,N,"I am open to examining any serious, responsible proposal for closing or repurposing juvenile prisons.",Supports proposals for closing or repurposing juvenile prisons,http://www.suntimescandidates.com/tillman--will.html,Public Safety / Criminal Justice,IL
880,WilburTillman.IL.2016,Illinois House of Representatives,State House,29,state-house-of-representatives-district-29,Democrat,Wilbur,Tillman,N,"I am open to examining any serious, responsible proposal for expunging or sealing criminal records.","Believes in examining any serious, responsible proposal for expunging or sealing criminal records",http://www.suntimescandidates.com/tillman--will.html,Public Safety / Criminal Justice,IL
881,WilburTillman.IL.2016,Illinois House of Representatives,State House,29,state-house-of-representatives-district-29,Democrat,Wilbur,Tillman,N,"We need to address mental healthcare, substance abuse, rehabilitation programs and more wraparound services for family members as well as employment opportunities for ex-offenders simultaneously while addressing the goal of reducing the adult prison population.","Supports mental healthcare, substance abuse, rehabilitation programs and more wraparound services for family members as well as employment opportunities for ex-offenders simultaneously while addressing the goal of reducing the adult prison population.",http://www.suntimescandidates.com/tillman--will.html,Public Safety / Criminal Justice,IL
882,WilburTillman.IL.2016,Illinois House of Representatives,State House,29,state-house-of-representatives-district-29,Democrat,Wilbur,Tillman,N,"I believe that such a levy has the potential to bring a great deal of added revenue to the State while limiting the negative impact on citizens, especially those who cannot afford additional costs.","Believes that such a levy has the potential to bring a great deal of added revenue to the State while limiting the negative impact on citizens, especially those who cannot afford additional costs",http://www.suntimescandidates.com/tillman--will.html,Taxes / Budget,IL
883,WilburTillman.IL.2016,Illinois House of Representatives,State House,29,state-house-of-representatives-district-29,Democrat,Wilbur,Tillman,N,"I support the introduction of a fair, progressive tax in the State of Illinois.","Supports the introduction of a fair, progressive tax in the State of Illinois",http://www.suntimescandidates.com/tillman--will.html,Taxes / Budget,IL
884,WilburTillman.IL.2016,Illinois House of Representatives,State House,29,state-house-of-representatives-district-29,Democrat,Wilbur,Tillman,N,"Short-term, I support a progressive income tax and I??m open to other ideas, but stand against nickel and diming residents.",Supports a short-term progressive income tax but opposes nickel and diming residents,http://www.suntimescandidates.com/tillman--will.html,Taxes / Budget,IL
885,WilburTillman.IL.2016,Illinois House of Representatives,State House,29,state-house-of-representatives-district-29,Democrat,Wilbur,Tillman,N,I support increased funding for public transit and willing to review any proposals brought forward to continue the development of the State??s infrastructure.,Supports increased funding for public transit and is willing to review any proposals brought forward to continue the development of the State's infrastructure,http://www.suntimescandidates.com/tillman--will.html,Transportation / Infrastructure,IL
886,LuisArroyo-staterep.IL.2016,Illinois House of Representatives,State House,3,state-house-of-representatives-district-3,Democrat,Luis,Arroyo,Y,I supported legislation that expands the Equal Pay Act to all employers and increases the penalty for companies violating the law.,Supports legislation that expands the Equal Pay Act to all employers and increases the penalty for companies violating the law,http://reparroyo.com/on-the-issues/,Economy,IL
887,LuisArroyo-staterep.IL.2016,Illinois House of Representatives,State House,3,state-house-of-representatives-district-3,Democrat,Luis,Arroyo,Y,I supported legislation to develop an online source where entrepreneurs and business owners seeking to locate in Illinois can access important information like permit and license applications.,Supports legislation to develop an online source where entrepreneurs and business owners seeking to locate in Illinois can access important information like permit and license applications,http://reparroyo.com/on-the-issues/,Economy,IL
888,LuisArroyo-staterep.IL.2016,Illinois House of Representatives,State House,3,state-house-of-representatives-district-3,Democrat,Luis,Arroyo,Y,I voted to cut lawmakers’ pay by passing legislation rejecting automatic pay raises for legislators.,Voted for legislation rejecting automatic pay raises for legislators,http://reparroyo.com/on-the-issues/,Economy,IL
889,LuisArroyo-staterep.IL.2016,Illinois House of Representatives,State House,3,state-house-of-representatives-district-3,Democrat,Luis,Arroyo,Y,That is why I supported a spending plan that would increase education funding for our local schools.,Supports spending plan that would increase education funding for local schools,http://reparroyo.com/on-the-issues/,Education,IL
890,LuisArroyo-staterep.IL.2016,Illinois House of Representatives,State House,3,state-house-of-representatives-district-3,Democrat,Luis,Arroyo,Y,"I supported legislation, to improve mammography standards, better inform women on the need for regular screenings, and require insurance policies to cover MRIs for breast screenings when medically necessary.","Supports legislation to improve mammography standards, better inform women on the need for regular screenings, and require insurance policies to cover MRIs for breast screenings when medically necessary",http://reparroyo.com/on-the-issues/,Healthcare,IL
891,WilliamDavis.IL.2016,Illinois House of Representatives,State House,30,state-house-of-representatives-district-30,Democrat,William,Davis,Y,"Davis' top legislative priorities include fighting for fair education funding, increased health care availability and greater economic development.",Believes in fighting for increased greater economic development,http://www.housedem.state.il.us/members/davisw/,Economy,IL
892,WilliamDavis.IL.2016,Illinois House of Representatives,State House,30,state-house-of-representatives-district-30,Democrat,William,Davis,Y,"Davis' top legislative priorities include fighting for fair education funding, increased health care availability and greater economic development.",Believes in fighting for fair education funding,http://www.housedem.state.il.us/members/davisw/,Education,IL
893,WilliamDavis.IL.2016,Illinois House of Representatives,State House,30,state-house-of-representatives-district-30,Democrat,William,Davis,Y,"Davis' top legislative priorities include fighting for fair education funding, increased health care availability and greater economic development.",Believes in fighting for increased health care availability,http://www.housedem.state.il.us/members/davisw/,Healthcare,IL
894,MaryFlowers.IL.2016,Illinois House of Representatives,State House,31,state-house-of-representatives-district-31,Democrat,Mary,Flowers,Y,,,,,IL
895,AndreThapedi.IL.2016,Illinois House of Representatives,State House,32,state-house-of-representatives-district-32,Democrat,Andre,Thapedi,Y,He also favors expanding worker retraining programs to help those who are unemployed to develop new skill sets and become more competitive in our global economy.,Supports an expansion of worker retraining programs to help the unemployed gain new skill sets.,http://www.housedem.state.il.us/members/thapedia/,Economy,IL
896,AndreThapedi.IL.2016,Illinois House of Representatives,State House,32,state-house-of-representatives-district-32,Democrat,Andre,Thapedi,Y,Thapedi supports education reforms that will ensure fairness in the way schools are funded and close the education funding gap that exists between wealthy and less affluent communities.,Supports closing the education funding gap that exists between wealthy and less affluent communities,http://www.housedem.state.il.us/members/thapedia/,Education,IL
897,AndreThapedi.IL.2016,Illinois House of Representatives,State House,32,state-house-of-representatives-district-32,Democrat,Andre,Thapedi,Y,Thapedi supports education reforms that will ensure fairness in the way schools are funded and close the education funding gap that exists between wealthy and less affluent communities.,Supports education reforms that will ensure fairness in the way schools are funded,http://www.housedem.state.il.us/members/thapedia/,Education,IL
898,AndreThapedi.IL.2016,Illinois House of Representatives,State House,32,state-house-of-representatives-district-32,Democrat,Andre,Thapedi,Y,Thapedi is working to get guns off our streets by pushing for an assault weapons ban and is supporting efforts to expand after-school programs and other community anti-violence efforts.,Supports assault-weapons ban,http://www.housedem.state.il.us/members/thapedia/,Guns,IL
899,AndreThapedi.IL.2016,Illinois House of Representatives,State House,32,state-house-of-representatives-district-32,Democrat,Andre,Thapedi,Y,Thapedi is working to get guns off our streets by pushing for an assault weapons ban and is supporting efforts to expand after-school programs and other community anti-violence efforts.,"Supports expanding after-school programs and other community, anti-violence efforts",http://www.housedem.state.il.us/members/thapedia/,Youth,IL
900,MarcusEvansJr.IL.2016,Illinois House of Representatives,State House,33,state-house-of-representatives-district-33,Democrat,Marcus,Evans Jr.,Y,,,,,IL
901,ElgieSims.IL.2016,Illinois House of Representatives,State House,34,state-house-of-representatives-district-34,Democrat,Elgie,Sims,Y,,,,,IL
902,FrancesHurley.IL.2016,Illinois House of Representatives,State House,35,state-house-of-representatives-district-35,Democrat,Frances,Hurley,Y,,,,,IL
903,VictorHorne.IL.2016,Illinois House of Representatives,State House,35,state-house-of-representatives-district-35,Republican,Victor,Horne,N,,,,,IL
904,KellyBurke.IL.2016,Illinois House of Representatives,State House,36,state-house-of-representatives-district-36,Democrat,Kelly,Burke,Y,,,,,IL
905,MargoMcDermed.IL.2016,Illinois House of Representatives,State House,37,state-house-of-representatives-district-37,Republican,Margo,McDermed,Y,"I will never stop fighting for rational tax policy, reduced spending and a leaner government when I get to Springfield.",Supports reduced spending and a leaner government,http://margomcdermed.com/taxes/,Budget,IL
906,MargoMcDermed.IL.2016,Illinois House of Representatives,State House,37,state-house-of-representatives-district-37,Republican,Margo,McDermed,Y,We absolutely need to reform workers' compensation laws.,Supports reforming workers' compensation laws,http://margomcdermed.com/on-the-issues/,Economy,IL
907,MargoMcDermed.IL.2016,Illinois House of Representatives,State House,37,state-house-of-representatives-district-37,Republican,Margo,McDermed,Y,I've been getting phone calls about SB16 so I will post my position about this bill concerning education funding in IL. This Bill is a cynical political ploy by the party currently ruling IL. It creates winner school districts and loser school districts. All the school districts in IL House District 37 are 'losers.',"Opposes creating ""winner"" school districts and ""loser"" school districts",http://margomcdermed.com/education/,Education,IL
908,MargoMcDermed.IL.2016,Illinois House of Representatives,State House,37,state-house-of-representatives-district-37,Republican,Margo,McDermed,Y,We need to reform the way schools are funded in Illinois.,Supports reform of school funding in Illinois,http://margomcdermed.com/on-the-issues/,Education,IL
909,MargoMcDermed.IL.2016,Illinois House of Representatives,State House,37,state-house-of-representatives-district-37,Republican,Margo,McDermed,Y,"I will never stop fighting for rational tax policy, reduced spending and a leaner government when I get to Springfield.",Supports rational tax policy,http://margomcdermed.com/taxes/,Taxes / Budget,IL
910,MargoMcDermed.IL.2016,Illinois House of Representatives,State House,37,state-house-of-representatives-district-37,Republican,Margo,McDermed,Y,Vote against retaining the temporary 67% increase in the state income tax.,Opposes retaining the temporary 67% increase in the state income tax,http://margomcdermed.com/on-the-issues/,Taxes / Budget,IL
911,MargoMcDermed.IL.2016,Illinois House of Representatives,State House,37,state-house-of-representatives-district-37,Republican,Margo,McDermed,Y,We don't need tax increases for our schools.,Believes we don't need tax increases for our schools,http://margomcdermed.com/on-the-issues/,Taxes / Budget,IL
912,AlRiley.IL.2016,Illinois House of Representatives,State House,38,state-house-of-representatives-district-38,Democrat,Al,Riley,Y,,,,,IL
913,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,Fight legislation designed to dismantle Roe v. Wade,Opposes legislation designed to dismantle Roe v. Wade,http://www.willguzzardi.com/women_s_rights,Abortion / Contraception,IL
914,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,"And I'll tell you what I've said since I first sought this office: instead of balancing our budget through cuts to poor children or disabled adults, we should balance it by asking the very wealthy and the most profitable corporations to pay their fair share.",Believes balancing budget by asking the very wealthy and the most profitable corporations to pay their fair share,http://www.willguzzardi.com/my_thoughts_on_our_state_s_budget,Budget,IL
915,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,"It is time we created a budget based on our shared values of education, health, safety, and smart economic growth, rather than on budget cuts and austerity. We need a government that is fully funded and that provides for all the families in our community.","Supports creating a budget based on shared values of education, health, safety, and smart economic growth, rather than on budget cuts and austerity",http://www.willguzzardi.com/budget,Budget,IL
916,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,Engage a diverse coalition of neighborhood groups to fight disinformation and prejudice and bring together residents all over the 39th District,Supports fighting disinformation and prejudice,http://www.willguzzardi.com/immigration,Transparency / Participation,IL
917,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,"Support and encourage community policing efforts, so that our officers can work more closely with our neighbors and community leaders",Supports and encourages community policing efforts,http://www.willguzzardi.com/safety,Transparency / Participation,IL
918,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,What Guzzardi will do: Run an open and accessible district office. Push for stronger rules prohibiting legislators from voting on bills that could directly benefit their own financial interests and the interests of their immediate family Limit the amount of money that political parties can donate to candidates Put an end to legislative scholarships and other taxpayer-funded handouts that benefit only the clouted and connected,Believes in running an open and accessible district office,http://www.willguzzardi.com/government_accountability,Transparency / Participation,IL
919,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,"Offer counseling and supportive services to first-time, non-violent teenage offenders to keep them away from gangs and help them stay in school","Supports counseling and supportive services to first-time, non-violent, teenage offenders",http://www.willguzzardi.com/safety,Public Safety / Criminal Justice,IL
920,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,"Immigration law should center on providing accessible routes to citizenship and fair treatment of all who work in the U.S., regardless of citizenship status.",Supports fair treatment of all who work in the U.S,http://www.willguzzardi.com/immigration,Economy,IL
921,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,"Offer incentives to banks to lend more freely to small businesses, the biggest source of new jobs",Supports offering incentives to banks to lend more freely to small businesses,http://www.willguzzardi.com/jobs_and_the_economy,Economy,IL
922,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,"Partner with community organizations on ESL, job-training, and citizenship classes to make sure immigrants have access to well-funded services and programs","Supports partnerships with community organizations on ESL, job training, and citizenship classes",http://www.willguzzardi.com/immigration,Economy,IL
923,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,Supports paid sick time and family leave for all workers,Supports paid sick time and family leave,http://www.willguzzardi.com/workers_rights,Economy,IL
924,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,"Instruction can’t simply include standardized testing, it also needs education in the arts, foreign languages, music and science. It is time we invest meaningfully in our traditional public schools, for the sake of our children and the future of our community.","Believes school instruction cannot simply include standardized testing, but also needs education in the arts, foreign languages, music, and science",http://www.willguzzardi.com/education,Education,IL
925,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,"Invest in education at every level, to help our working families develop the skills to succeed in the modern economy",Supports investing in education at every level,http://www.willguzzardi.com/jobs_and_the_economy,Education,IL
926,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,"We'll restore programs like the Parent Mentor Program, an incredible investment that began here in our community with the Logan Square Neighborhood Association, helping parents in low-income communities get involved with their child's school and education.",Supports restoring programs like the Parent Mentor Program,http://www.willguzzardi.com/my_thoughts_on_our_state_s_budget,Education,IL
927,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,"Advocates for expanded incentives for energy efficiency (e.g. insulating homes, changing lightbulbs, etc.)",Supports expanded incentives for energy efficiency,http://www.willguzzardi.com/the_environment,Environment / Energy,IL
928,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,Supports job-training programs that put people to work weatherizing buildings and learning the new trades of a clean energy economy,Supports job-training programs that put people to work weatherizing buildings and learning the new trades of a clean energy economy,http://www.willguzzardi.com/the_environment,Environment / Energy,IL
929,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,"Uses his seat on the Environment Committee in Springfield to push for more regulation of greenhouse gases, punish polluters and expand clean energy in Illinois",Supports more regulation of greenhouse gases,http://www.willguzzardi.com/the_environment,Environment / Energy,IL
930,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,"Uses his seat on the Environment Committee in Springfield to push for more regulation of greenhouse gases, punish polluters and expand clean energy in Illinois",Supports expanding clean energy in Illinois,http://www.willguzzardi.com/the_environment,Environment / Energy,IL
931,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,"Uses his seat on the Environment Committee in Springfield to push for more regulation of greenhouse gases, punish polluters and expand clean energy in Illinois",Supports punishing polluters,http://www.willguzzardi.com/the_environment,Environment / Energy,IL
932,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,"Fight foreclosures by making banks sit down at the table and negotiate manageable mortgages with homeowners, keeping families in their homes and communities intact",Supports making banks sit down at the table and negotiate manageable mortgages with homeowners,http://www.willguzzardi.com/safety,Foreclosures,IL
933,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,"Defend Medicare for all our seniors, and work against Medicare fraud",Supports working against Medicare fraud,http://www.willguzzardi.com/senior_citizens,Healthcare,IL
934,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,"Restore funding to Illinois Cares Rx, the prescription-drug program that recently dropped many of the state's most vulnerable seniors due to budget cuts",Supports restoring funding to Illinois Cares Rx,http://www.willguzzardi.com/senior_citizens,Healthcare,IL
935,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,We'll restore funding for autism and drug treatment and mental health.,Supports restore funding for autism and drug treatment and mental health,http://www.willguzzardi.com/my_thoughts_on_our_state_s_budget,Healthcare,IL
936,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,We'll restore respirator services for medically complex children and kidney transplants for the very ill.,Supports restoring respirator services for medically complex children and kidney transplants for the very ill,http://www.willguzzardi.com/my_thoughts_on_our_state_s_budget,Healthcare,IL
937,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,"Advocate for comprehensive immigration reform centered on safe routes to citizenship and fair treatment of all immigrant workers, regardless of status",Supports comprehensive immigration reform centered on safe routes to citizenship and fair treatment of all immigrant workers,http://www.willguzzardi.com/immigration,Immigration,IL
938,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,"Immigration law should center on providing accessible routes to citizenship and fair treatment of all who work in the U.S., regardless of citizenship status.",Believes immigration law should center on providing accessible routes to citizenship,http://www.willguzzardi.com/immigration,Immigration,IL
939,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,"Partner with community organizations on ESL, job-training, and citizenship classes to make sure immigrants have access to well-funded services and programs",Believes immigrants should have access to well-funded services and programs,http://www.willguzzardi.com/immigration,Immigration,IL
940,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,What Guzzardi will do: Back public programs to rebuild our state's infrastructure while bringing jobs to Illinoisans and boosting the state's economy,Supports public programs to rebuild our state's infrastructure,http://www.willguzzardi.com/jobs_and_the_economy,Transportation / Infrastructure,IL
941,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,Encourage employers to offer health plans for spouses regardless of gender or sexual orientation,Supports employers offering health plans for spouses regardless of gender or sexual orientation,http://www.willguzzardi.com/lgbtq_rights,Marriage / LGBTQ,IL
942,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,Partner with community organizations to fight disinformation on the ground,Believes in partnering with community organizations to fight disinformation on the ground,http://www.willguzzardi.com/lgbtq_rights,Marriage / LGBTQ,IL
943,WillGuzzardi.IL.2016,Illinois House of Representatives,State House,39,state-house-of-representatives-district-39,Democrat,Will,Guzzardi,Y,Advocate for a comprehensive bill granting full marriage equality to all Illinois couples regardless of gender or sexual orientation,Supports marriage equality,http://www.willguzzardi.com/lgbtq_rights,Marriage / LGBTQ,IL
