,candidateID,Office,District type,District name,GeoID,Party,First Name,Last Name,Incumbent (Y/N),Issue Stance,edited issue stance for site,Source URL,Issue Tag 1,state
19,EdieHootonStateHouse-District10.CO.primary.2016,State House - District 10,State House,10,1,Democrat,Edie,Hooton,N,"I support Colorado’s ban on large capacity magazines, and I support assault weapon restrictions too. I support universal background checks on all gun sales, including eliminating the loophole for gun shows, online sales, and private sales.",Supports assault weapon restrictions,http://www.ediehooton.com/issues/,Guns,CO
20,EdieHootonStateHouse-District10.CO.primary.2016,State House - District 10,State House,10,1,Democrat,Edie,Hooton,N,"I support Colorado’s ban on large capacity magazines, and I support assault weapon restrictions too. I support universal background checks on all gun sales, including eliminating the loophole for gun shows, online sales, and private sales.",Supports Colorado’s ban on large capacity magazines,http://www.ediehooton.com/issues/,Guns,CO
21,EdieHootonStateHouse-District10.CO.primary.2016,State House - District 10,State House,10,1,Democrat,Edie,Hooton,N,"I support Colorado’s ban on large capacity magazines, and I support assault weapon restrictions too. I support universal background checks on all gun sales, including eliminating the loophole for gun shows, online sales, and private sales.","Supports universal background checks on all gun sales, including eliminating the loophole for gun shows, online sales, and private sales",http://www.ediehooton.com/issues/,Guns,CO
22,EdieHootonStateHouse-District10.CO.primary.2016,State House - District 10,State House,10,1,Democrat,Edie,Hooton,N,I also oppose solitary confinement,Opposes solitary confinement,http://www.ediehooton.com/issues/,Public Safety / Criminal Justice,CO
23,EdieHootonStateHouse-District10.CO.primary.2016,State House - District 10,State House,10,1,Democrat,Edie,Hooton,N,I unequivocally oppose the death sentence,Opposes the death sentence,http://www.ediehooton.com/issues/,Public Safety / Criminal Justice,CO
24,EdieHootonStateHouse-District10.CO.primary.2016,State House - District 10,State House,10,1,Democrat,Edie,Hooton,N,effective changes to TABOR,Supports changes to TABOR (Taxpayer's Bill of Rights),http://www.ediehooton.com/issues/,Taxes / Budget,CO
25,EdieHootonStateHouse-District10.CO.primary.2016,State House - District 10,State House,10,1,Democrat,Edie,Hooton,N,I will fight for increased investments in transportation systems,Supports increased investments in transportation systems,http://www.ediehooton.com/issues/,Transportation / Infrastructure,CO
26,EdieHootonStateHouse-District10.CO.primary.2016,State House - District 10,State House,10,1,Democrat,Edie,Hooton,N,I fully support efforts to increase Colorado’s minimum wage and I support giving municipalities like Boulder the ability to raise the minimum wage even higher.,"Supports efforts to increase Colorado’s minimum wage, and supports giving municipalities like Boulder the ability to raise the minimum wage even higher",http://www.ediehooton.com/issues/,Wages / Benefits,CO
27,EdieHootonStateHouse-District10.CO.primary.2016,State House - District 10,State House,10,1,Democrat,Edie,Hooton,N,I will fight for the Equal Pay in State Contracts Act,Supports the Equal Pay in State Contracts Act,http://www.ediehooton.com/issues/,Wages / Benefits,CO
28,JonathanSingerStateHouse-District11.CO.primary.2016,State House - District 11,State House,11,1,Democrat,Jonathan,Singer,Y,We must continue to focus our energy on protecting Colorado jobs by rewarding employers who keep and create jobs in our state as well as by encouraging new and innovative industries.,Believes in continuing to focus our energy on protecting Colorado jobs by rewarding employers who keep and create jobs in our state as well as by encouraging new and innovative industries,http://www.singerforcolorado.com/issues/,Economy,CO
29,JonathanSingerStateHouse-District11.CO.primary.2016,State House - District 11,State House,11,1,Democrat,Jonathan,Singer,Y,"Since then, I have spent every day working to protect working families, build bridges to rebuild our towns and neighborhoods that were so devastated by last yearâ€™s floods, and ensure that big oil companies are held accountable when they put our public health at risk.",Supports ensuring that big oil companies are held accountable,http://www.singerforcolorado.com/issues/,Environment / Energy,CO
30,JonathanSingerStateHouse-District11.CO.primary.2016,State House - District 11,State House,11,1,Democrat,Jonathan,Singer,Y,"Since then, I have spent every day working to protect working families, build bridges to rebuild our towns and neighborhoods that were so devastated by last yearâ€™s floods, and ensure that big oil companies are held accountable when they put our public health at risk.",Supports building bridges to rebuild our towns and neighborhoods,http://www.singerforcolorado.com/issues/,Transportation / Infrastructure,CO
31,KCBeckerStateHouse-District13.CO.primary.2016,State House - District 13,State House,13,1,Democrat,KC,Becker,Y,I support legislation that works to advance an aggressive clean energy agenda for Colorado.,Supports an aggressive clean energy agenda for Colorado,http://kcbecker.org/issues/,Environment / Energy,CO
32,KCBeckerStateHouse-District13.CO.primary.2016,State House - District 13,State House,13,1,Democrat,KC,Becker,Y,"I support efforts to increase funding for mental health screenings and treatment capacity, as well as efforts to reduce substance abuse.","Supports increased funding for mental health screenings and treatment capacity, as well as efforts to reduce substance abuse",http://kcbecker.org/issues/,Healthcare,CO
33,KCBeckerStateHouse-District13.CO.primary.2016,State House - District 13,State House,13,1,Democrat,KC,Becker,Y,"I support legislation that protects vulnerable populations by providing access to affordable health care, affordable housing, and access to public benefits and services.","Supports legislation that protects vulnerable populations by providing access to affordable health care, affordable housing, and access to public benefits and services",http://kcbecker.org/issues/,Social Services / Support Services,CO
34,KCBeckerStateHouse-District13.CO.primary.2016,State House - District 13,State House,13,1,Democrat,KC,Becker,Y,"I also support legislative efforts to address the cliff effect, which cuts benefits too quickly to those who are trying to regain a foothold by getting jobs.",Supports legislative efforts to address the cliff effect,http://kcbecker.org/issues/,Social Services / Support Services,CO
35,JanakJoshiStateHouse-District16.CO.primary.2016,State House - District 16,State House,16,1,Republican,Janak,Joshi,Y,"voucher of $2000 for an individual and $5,000 for families to purchase health care insurance","Supports a voucher of $2000 for an individual and $5,000 for families to purchase health care insurance",http://electjanakjoshi.com/Issues/HealthCareReform/Index.html,Healthcare,CO
36,JanakJoshiStateHouse-District16.CO.primary.2016,State House - District 16,State House,16,1,Republican,Janak,Joshi,Y,Tort reform and Allow private health insurance to be sold across State lines,Supports tort reform and allowing private health insurance to be sold across State lines,http://electjanakjoshi.com/Issues/HealthCareReform/Index.html,Healthcare,CO
37,ShariZabelStateHouse-District16.CO.primary.2016,State House - District 16,State House,16,1,Democrat,Shari,Zabel,N,"Colorado must also continue funding womenâ€™s health clinics which often provide low-cost services such as cancer screening, STD testing, emergency contraception, and low cost birth control.",Believes Colorado must also continue funding women's health clinics,http://www.zabelforcolorado.org/#!platform/c1flq,Abortion / Contraception,CO
38,ShariZabelStateHouse-District16.CO.primary.2016,State House - District 16,State House,16,1,Democrat,Shari,Zabel,N,"I am a fiscal pragmatist; as such, I believe in spending money in a frugal and cost effective manner.",Believes in spending money in a frugal and cost effective manner,http://www.zabelforcolorado.org/#!platform/c1flq,Economy,CO
39,ShariZabelStateHouse-District16.CO.primary.2016,State House - District 16,State House,16,1,Democrat,Shari,Zabel,N,"One of the primary barriers to conducting business for the marijuana industry is their inability to engage in legitimate banking, and we must champion efforts to allow the marijuana industry to engage in legitimate banking.",Supports efforts to allow the marijuana industry to engage in legitimate banking,http://www.zabelforcolorado.org/#!platform/c1flq,Economy,CO
40,ShariZabelStateHouse-District16.CO.primary.2016,State House - District 16,State House,16,1,Democrat,Shari,Zabel,N,"As we transition away from the coal, fossil fuel, and natural gas industries, we must ensure the job security of those employed in the coal, natural gas, and oil industries; we propose giving hiring priority to these workers in the newly developed industries.","Supports giving workers in the coal, natural gas, and oil industries hiring priority in new energy industries",http://www.zabelforcolorado.org/#!platform/c1flq,Economy,CO
41,ShariZabelStateHouse-District16.CO.primary.2016,State House - District 16,State House,16,1,Democrat,Shari,Zabel,N,My education program would allow all Coloradans to attend public universities tuition-free with a commitment to serve their country.,Believes education program would allow all Coloradans to attend public universities tuition-free with a commitment to serve their country,http://www.zabelforcolorado.org/#!platform/c1flq,Education,CO
42,ShariZabelStateHouse-District16.CO.primary.2016,State House - District 16,State House,16,1,Democrat,Shari,Zabel,N,The current TABOR formulas must also be rewritten to ensure that our public schools have adequate funding.,Believes in rewriting TABOR formulas to ensure that our public schools have adequate funding,http://www.zabelforcolorado.org/#!platform/c1flq,Education,CO
43,ShariZabelStateHouse-District16.CO.primary.2016,State House - District 16,State House,16,1,Democrat,Shari,Zabel,N,"It is therefore essential that more autonomy be given to local school boards to encourage innovation, critical thinking, and creativity to mold students who can compete in our increasingly global and competitive economy.",Supports more autonomy for local school boards,http://www.zabelforcolorado.org/#!platform/c1flq,Education,CO
44,ShariZabelStateHouse-District16.CO.primary.2016,State House - District 16,State House,16,1,Democrat,Shari,Zabel,N,We should also encourage the further development and expansion of charter schools as models for innovation within the public school system,Supports the further development and expansion of charter schools,http://www.zabelforcolorado.org/#!platform/c1flq,Education,CO
45,ShariZabelStateHouse-District16.CO.primary.2016,State House - District 16,State House,16,1,Democrat,Shari,Zabel,N,"Colorado must begin to incentivize and invest in renewable energy such as wind, hydro, and solar to move away from using fossil fuels","Believes Colorado must begin to incentivize and invest in renewable energy such as wind, hydro, and solar",http://www.zabelforcolorado.org/#!platform/c1flq,Environment / Energy,CO
46,ShariZabelStateHouse-District16.CO.primary.2016,State House - District 16,State House,16,1,Democrat,Shari,Zabel,N,I believe both medical marijuana and recreational marijuana are issues which should be left to the states without federal intervention.,Believes that both medical marijuana and recreational marijuana are issues which should be left to the states without federal intervention,http://www.zabelforcolorado.org/#!platform/c1flq,Government Operations,CO
47,ShariZabelStateHouse-District16.CO.primary.2016,State House - District 16,State House,16,1,Democrat,Shari,Zabel,N,"I will pursue a balanced approached at the Colorado State Legislature which will champion pragmatic, bipartisan solutions which benefit all Coloradans.","Supports a balanced approached at the Colorado State Legislature which will champion pragmatic, bipartisan solutions",http://www.zabelforcolorado.org/#!platform/c1flq,Government Operations,CO
48,ShariZabelStateHouse-District16.CO.primary.2016,State House - District 16,State House,16,1,Democrat,Shari,Zabel,N,"Here in Colorado, we have a long, proud gun-owning tradition and culture, and I will do everything I can to protect those traditions and constitutional liberties.",Supports doing everything to protect gun-owning traditions and constitutional liberties,http://www.zabelforcolorado.org/#!platform/c1flq,Guns,CO
49,ShariZabelStateHouse-District16.CO.primary.2016,State House - District 16,State House,16,1,Democrat,Shari,Zabel,N,"In District of Columbia v. Heller, the Supreme Court affirmed that individuals have the right to possess arms disconnected with service in a militia, and I support that decision.",Supports right to possess arms disconnected with service in a militia,http://www.zabelforcolorado.org/#!platform/c1flq,Guns,CO
50,ShariZabelStateHouse-District16.CO.primary.2016,State House - District 16,State House,16,1,Democrat,Shari,Zabel,N,"I support Amendment 69 to the Colorado constitution which would establish a single-payer, universal, nonprofit healthcare system in Colorado.","Supports Amendment 69 to the Colorado constitution which would establish a single-payer, universal, nonprofit healthcare system in Colorado",http://www.zabelforcolorado.org/#!platform/c1flq,Healthcare,CO
51,ShariZabelStateHouse-District16.CO.primary.2016,State House - District 16,State House,16,1,Democrat,Shari,Zabel,N,"Therefore, I propose that when an officer harms an American citizen in the line of service, an automatic investigation by an external agency should be triggered into the circumstances surrounding that harmful behavior.","Believes that when an officer harms an American citizen in the line of service, an automatic investigation by an external agency should be triggered into the circumstances surrounding that harmful behavior",http://www.zabelforcolorado.org/#!platform/c1flq,Public Safety / Criminal Justice,CO
52,ShariZabelStateHouse-District16.CO.primary.2016,State House - District 16,State House,16,1,Democrat,Shari,Zabel,N,"In addition, we must begin to phase out for-profit prisons which make millions off the backs of prisoners and exude undue influence on our political process.",Believes we must begin to phase out for-profit prisons,http://www.zabelforcolorado.org/#!platform/c1flq,Public Safety / Criminal Justice,CO
53,ShariZabelStateHouse-District16.CO.primary.2016,State House - District 16,State House,16,1,Democrat,Shari,Zabel,N,"Reliable, verifiable, and accountable tax regimes must be put into place to ensure marijuana tax revenue is used in a pragmatic, cost-effective, and equitable manner.","Believes that reliable, verifiable, and accountable tax regimes must be put into place to ensure marijuana tax revenue is used in a pragmatic, cost-effective, and equitable manner",http://www.zabelforcolorado.org/#!platform/c1flq,Taxes / Budget,CO
54,ShariZabelStateHouse-District16.CO.primary.2016,State House - District 16,State House,16,1,Democrat,Shari,Zabel,N,"As a Democrat, I do not believe in spending taxpayersâ€™ money on costly or wasteful government programs.",Opposes spending taxpayers' money on costly or wasteful government programs,http://www.zabelforcolorado.org/#!platform/c1flq,Taxes / Budget,CO
55,ShariZabelStateHouse-District16.CO.primary.2016,State House - District 16,State House,16,1,Democrat,Shari,Zabel,N,The minimum wage in Colorado must be raised in a pragmatic and just manner.,Supports raising of the minimum wage in Colorado,http://www.zabelforcolorado.org/#!platform/c1flq,Wages / Benefits,CO
56,KitRoupeStateHouse-District17.CO.primary.2016,State House - District 17,State House,17,1,Republican,Kit,Roupe,Y,Repealing economy blasting laws to help restore a free-market economy is the number one priority for House District 17.,Supports repealing  laws to restore a free-market economy,http://catherineroupe.com/issues/,Economy,CO
57,KitRoupeStateHouse-District17.CO.primary.2016,State House - District 17,State House,17,1,Republican,Kit,Roupe,Y,Repealing last yearâ€™s gun-control legislation is a first step to restoring our Constitutional Rights.,Supports repealing last years' gun-control legislation,http://catherineroupe.com/issues/,Guns,CO
58,KitRoupeStateHouse-District17.CO.primary.2016,State House - District 17,State House,17,1,Republican,Kit,Roupe,Y,Real reform to protect our children like passing Jessicaâ€™s Law and up-scaling the Safe To Tell program for school children to report cyber bullying will make a difference.,Supports Jessica's Law and up-scaling the Safe To Tell program for school children to report cyber bullying,http://catherineroupe.com/issues/,Public Safety / Criminal Justice,CO
59,"Thomas""Tony""ExumSrStateHouse-District17.CO.primary.2016",State House - District 17,State House,17,1,Democrat,Thomas,Exum,N,"Tony believes in the HIRE Colorado plan, a plan to give Colorado companies the first crack at state contracts so that we can keep our tax dollars and jobs right here in Colorado, instead of shipping them to other states or overseas.",Supports the HIRE Colorado plan,http://tonyexum.com/issues/,Economy,CO
60,"Thomas""Tony""ExumSrStateHouse-District17.CO.primary.2016",State House - District 17,State House,17,1,Democrat,Thomas,Exum,N,"Tony got a 100% endorsement from Colorado Conservation Voters, and believes strongly in protecting our air and water quality so that our kids have safe drinking water and safe air to breathe.",Believes in protecting our air and water quality,http://tonyexum.com/issues/,Environment / Energy,CO
61,"Thomas""Tony""ExumSrStateHouse-District17.CO.primary.2016",State House - District 17,State House,17,1,Democrat,Thomas,Exum,N,"He will fight against irresponsible cuts to Medicare and make sure that seniors in our community can live safe, healthy, independent lives, but should have access to safety net services when they need them.",Opposes cuts to Medicare,http://tonyexum.com/issues/,Healthcare,CO
62,"Thomas""Tony""ExumSrStateHouse-District17.CO.primary.2016",State House - District 17,State House,17,1,Democrat,Thomas,Exum,N,"Thatâ€™s why he supports the Colorado Health Exchange â€“ a free market based solution that makes insurance companies compete against each other for your healthcare dollar, driving prices down and driving access and quality up.",Supports the Colorado Health Exchange's free market based solution,http://tonyexum.com/issues/,Healthcare,CO
63,"Thomas""Tony""ExumSrStateHouse-District17.CO.primary.2016",State House - District 17,State House,17,1,Democrat,Thomas,Exum,N,He will fight against cutting police and firefighters and strong protections for our kids from violent predators both online and in the real world.,Opposes cutting police and firefighters and strong protections for our kids from violent predators online and in the real world,http://tonyexum.com/issues/,Public Safety / Criminal Justice,CO
64,"Thomas""Tony""ExumSrStateHouse-District17.CO.primary.2016",State House - District 17,State House,17,1,Democrat,Thomas,Exum,N,"Tony supports tax breaks for local small businesses that hire returning veterans, and Tony will fight for reduced tuition for our returning veterans as well.",Supports tax breaks for local small businesses that hire returning veterans and reduced tuition for returning veterans,http://tonyexum.com/issues/,Veterans / VA,CO
65,PeteLeeStateHouse-District18.CO.primary.2016,State House - District 18,State House,18,1,Democrat,Pete,Lee,Y,"I support efforts to preserve and promote our low tax, business friendly environment.","Supports efforts to preserve and promote our low tax, business friendly environment",http://peteleecolorado.com/creating-jobs/,Economy,CO
66,PeteLeeStateHouse-District18.CO.primary.2016,State House - District 18,State House,18,1,Democrat,Pete,Lee,Y,"I focused on helping small businesses organize, grow and prosper as well as representing indigent criminal defendants.","Supports helping small businesses organize, grow and prosper as well as representing indigent criminal defendants",http://peteleecolorado.com/creating-jobs/,Economy,CO
67,PeteLeeStateHouse-District18.CO.primary.2016,State House - District 18,State House,18,1,Democrat,Pete,Lee,Y,Make college and other post-secondary educational options affordable and attainable for those students who want to attend.,Believes making college and other post-secondary educational options affordable and attainable,http://peteleecolorado.com/education/,Education,CO
68,PeteLeeStateHouse-District18.CO.primary.2016,State House - District 18,State House,18,1,Democrat,Pete,Lee,Y,Reverse the trend of new teachers quitting within the first three years.,Believes reversing the trend of new teachers quitting within the first three years,http://peteleecolorado.com/education/,Education,CO
69,PeteLeeStateHouse-District18.CO.primary.2016,State House - District 18,State House,18,1,Democrat,Pete,Lee,Y,Support early childhood education and kindergarten.,Supports early childhood education and kindergarten,http://peteleecolorado.com/education/,Education,CO
70,PeteLeeStateHouse-District18.CO.primary.2016,State House - District 18,State House,18,1,Democrat,Pete,Lee,Y,Provide career and technical education and community mentoring opportunities; many of the fastest growing jobs do not require a four-year degree.,Supports providing career and technical education and community mentoring opportunities,http://peteleecolorado.com/education/,Education,CO
71,PeteLeeStateHouse-District18.CO.primary.2016,State House - District 18,State House,18,1,Democrat,Pete,Lee,Y,Retain and support experienced and competent teachers.,Supports retaining and supporting experienced and competent teachers,http://peteleecolorado.com/education/,Education,CO
72,PeteLeeStateHouse-District18.CO.primary.2016,State House - District 18,State House,18,1,Democrat,Pete,Lee,Y,I will continue my bipartisan efforts in the legislature to create a future of prosperity and opportunity in Colorado for our children and grandchildren,Supports bipartisan efforts for creating a future of prosperity and opportunity,http://peteleecolorado.com/creating-jobs/,Government Operations,CO
73,PeteLeeStateHouse-District18.CO.primary.2016,State House - District 18,State House,18,1,Democrat,Pete,Lee,Y,"Looking ahead, I envision a criminal justice system in which restorative justice is the first and continuing option in juvenile and adult cases and in schools",Believes in a criminal justice system in which restorative justice is the first and continuing option in juvenile and adult cases and in schools,http://peteleecolorado.com/restorative-justice/,Public Safety / Criminal Justice,CO
74,PeteLeeStateHouse-District18.CO.primary.2016,State House - District 18,State House,18,1,Democrat,Pete,Lee,Y,"Convinced of the importance of transforming our criminal justice system, I have proposed five restorative justice bills.",Supports transforming the criminal justice system with restorative justice bills,http://peteleecolorado.com/restorative-justice/,Public Safety / Criminal Justice,CO
75,PeteLeeStateHouse-District18.CO.primary.2016,State House - District 18,State House,18,1,Democrat,Pete,Lee,Y,Teacher pay should be commensurate with professional credentials and other appropriate criteria.,Believes teacher pay should be commensurate with professional credentials and other appropriate criteria,http://peteleecolorado.com/education/,Wages / Benefits,CO
76,PaulLundeenStateHouse-District19.CO.primary.2016,State House - District 19,State House,19,1,Republican,Paul,Lundeen,Y,Opposes the Common Core,Opposes the Common Core,http://www.paullundeen.org/issues/,Education,CO
77,PaulLundeenStateHouse-District19.CO.primary.2016,State House - District 19,State House,19,1,Republican,Paul,Lundeen,Y,Supports keeping education control local,Supports keeping education control local,http://www.paullundeen.org/issues/,Education,CO
78,PaulLundeenStateHouse-District19.CO.primary.2016,State House - District 19,State House,19,1,Republican,Paul,Lundeen,Y,Opposes Obamacare,Opposes Obamacare,http://www.paullundeen.org/issues/,Healthcare,CO
79,AlecGarnettStateHouse-District2.CO.primary.2016,State House - District 2,State House,2,1,Democrat,Alec,Garnett,Y,"I strongly believe in a womanâ€™s right to choose whether or not to continue a pregnancy, because it's a fundamental human right and reproductive freedom is protected by the United States Constitution.",Believes in a woman's right to choose whether or not to continue a pregnancy,http://www.garnettforcolorado.com/issues.html,Abortion / Contraception,CO
80,AlecGarnettStateHouse-District2.CO.primary.2016,State House - District 2,State House,2,1,Democrat,Alec,Garnett,Y,"I will make sure low-income women can afford birth control and family planning services. Investing in sex education that works will be a top priority, so our kids are getting the right type of education.",Believes that low-income women should be able to afford birth control and family planning services.,http://www.garnettforcolorado.com/issues.html,Abortion / Contraception,CO
81,AlecGarnettStateHouse-District2.CO.primary.2016,State House - District 2,State House,2,1,Democrat,Alec,Garnett,Y,I believe College campuses should be a place for learning and a safe haven for our students.,Believes college campuses should be a place for learning and a safe haven for students.,http://www.garnettforcolorado.com/issues.html,Education,CO
82,AlecGarnettStateHouse-District2.CO.primary.2016,State House - District 2,State House,2,1,Democrat,Alec,Garnett,Y,"As your representative I will push for incremental, yet critical improvements that other states have provided for a generation, such as universal kindergarten.","Believes pushing for improvements that other states have provided, such as universal kindergarten",http://www.garnettforcolorado.com/issues.html,Education,CO
83,AlecGarnettStateHouse-District2.CO.primary.2016,State House - District 2,State House,2,1,Democrat,Alec,Garnett,Y,"As the education community endeavors to craft a referendum that funds early childhood education in a way that works for students, parents, and teachers, taxpayers; I will look out for your interests and shape the conversation to reflect our progressive values.",Supports funding early childhood education in a way that reflects progressive values,http://www.garnettforcolorado.com/issues.html,Education,CO
84,AlecGarnettStateHouse-District2.CO.primary.2016,State House - District 2,State House,2,1,Democrat,Alec,Garnett,Y,I will fight for more accessibility and reduced higher education costs.,Supports more accessibility and reduced higher education costs,http://www.garnettforcolorado.com/issues.html,Education,CO
85,AlecGarnettStateHouse-District2.CO.primary.2016,State House - District 2,State House,2,1,Democrat,Alec,Garnett,Y,I will help prioritize resources to reduce class sizes and make sure every child is guaranteed the right to a strong public education.,Supports prioritizing resources to reduce class sizes ,http://www.garnettforcolorado.com/issues.html,Education,CO
86,AlecGarnettStateHouse-District2.CO.primary.2016,State House - District 2,State House,2,1,Democrat,Alec,Garnett,Y,"As your state representative, I will defend the renewable energy standard that protects air quality in Denver and throughout Colorado.",Believes that defending the renewable energy standard protects air quality,http://www.garnettforcolorado.com/issues.html,Environment / Energy,CO
87,AlecGarnettStateHouse-District2.CO.primary.2016,State House - District 2,State House,2,1,Democrat,Alec,Garnett,Y,I will ensure that our energy laws recognize the importance of using Coloradoâ€™s sources like wind and solar power.,Supports energy laws that recognize the importance of wind and solar power,http://www.garnettforcolorado.com/issues.html,Environment / Energy,CO
88,AlecGarnettStateHouse-District2.CO.primary.2016,State House - District 2,State House,2,1,Democrat,Alec,Garnett,Y,Iâ€™m a strong advocate for stricter gun laws and safer communities.,Supports stricter gun laws ,http://www.garnettforcolorado.com/issues.html,Guns,CO
89,AlecGarnettStateHouse-District2.CO.primary.2016,State House - District 2,State House,2,1,Democrat,Alec,Garnett,Y,I will invest in our seniors so they have the opportunity to live at home as long as they choose.,Supports investment in seniors and helping them live at home for as long as they choose,http://www.garnettforcolorado.com/issues.html,Housing,CO
